Name,Birthdate,Age,Score,Is_Passed,Category,Complex_Number
Alice,1996-11-05,39,69.09,True,A,(6.8239167070649485+8.131842766200492j)
Bob,1996-11-06,63,45.49,True,A,(3.918741111841044+3.2603401485955987j)
Charlie,1996-11-07,42,6.06,False,D,(7.240961257436369+9.189708826720327j)
David,1996-11-08,38,61.72,False,D,(1.3383601583035696+8.581538275432727j)
Eve,1996-11-09,52,25.73,True,C,(8.716149007311516+6.282999142876931j)
Alice,1996-11-10,68,7.98,True,C,(2.908427315568728+5.943345109613944j)
Bob,1996-11-11,68,63.26,True,D,(7.216296485980578+7.263895670014147j)
Charlie,1996-11-12,30,89.51,False,A,(7.241526528404912+1.8260232383521342j)
David,1996-11-13,27,22.59,False,A,(8.847006547982993+5.760196034120659j)
Eve,1996-11-14,63,20.15,False,C,(4.643612267397907+7.047082938213991j)
Alice,1996-11-15,24,15.58,True,B,(5.6394032433271315+4.93399264909362j)
Bob,1996-11-16,56,28.5,True,B,(1.7453357510339398+6.385798075295762j)
Charlie,1996-11-17,64,94.49,True,A,(6.320078031227374+9.250043778030891j)
David,1996-11-18,48,40.38,False,C,(1.5183143327779036+4.913463018057321j)
Eve,1996-11-19,34,91.98,True,A,(5.376612620522964+8.535402156965613j)
Alice,1996-11-20,65,7.96,False,D,(1.9240961122453757+3.224673180651585j)
Bob,1996-11-21,62,4.01,False,D,(4.41906670761956+4.458785141501511j)
Charlie,1996-11-22,44,1.03,False,C,(9.340274773444147+2.319234023760695j)
David,1996-11-23,49,62.06,True,C,(9.59605135341036+7.7824750114012256j)
Eve,1996-11-24,34,70.37,True,A,(5.738173566509739+9.546605248874112j)
Alice,1996-11-25,33,24.58,False,C,(9.193328763114156+8.455122044415038j)
Bob,1996-11-26,64,57.16,True,D,(2.160638223309598+3.2566357202596423j)
Charlie,1996-11-27,46,70.45,False,B,(1.8712486124663612+8.923613679541496j)
David,1996-11-28,59,10.15,False,A,(5.1734779612069905+6.633256656292039j)
Eve,1996-11-29,34,48.72,True,D,(6.171869473646727+7.069252650573279j)
Alice,1996-11-30,60,64.7,True,D,(9.266009087712582+1.1754547922687792j)
Bob,1996-12-01,47,33.25,True,A,(8.39475302823491+8.071166544395386j)
Charlie,1996-12-02,34,2.93,False,B,(4.1572206615206735+1.2268787498502818j)
David,1996-12-03,69,56.09,True,D,(4.8986248956284335+5.2642122098893855j)
Eve,1996-12-04,69,56.14,True,A,(7.2842638054474556+8.432846242091609j)
Alice,1996-12-05,38,28.02,True,C,(3.7171915175565085+8.177382168318598j)
Bob,1996-12-06,53,60.26,True,B,(4.105353003691563+7.019758172953161j)
Charlie,1996-12-07,37,82.01,False,D,(8.865083588578994+5.730029750039657j)
David,1996-12-08,62,58.41,False,D,(1.5313044596223948+1.423140304094356j)
Eve,1996-12-09,48,77.78,False,A,(6.975502644357358+8.93024177394214j)
Alice,1996-12-10,22,15.91,True,A,(6.342685889664167+5.042103116923767j)
Bob,1996-12-11,46,37.27,True,B,(4.739332252180194+9.346201262061037j)
Charlie,1996-12-12,62,26.35,False,A,(4.438327747070643+9.372410350295068j)
David,1996-12-13,36,83.7,True,B,(9.321481394691492+8.561158522986709j)
Eve,1996-12-14,41,17.48,False,C,(4.36125252695109+3.635249977575087j)
Alice,1996-12-15,27,49.54,False,C,(1.2037280649887956+1.7151417439258854j)
Bob,1996-12-16,64,28.6,True,C,(6.6132167045776455+4.4645862344495875j)
Charlie,1996-12-17,24,35.29,False,D,(5.998820307464195+6.331946711188505j)
David,1996-12-18,69,31.67,False,C,(7.684517765269193+7.126286022974149j)
Eve,1996-12-19,35,66.48,True,A,(7.714620258313003+1.5824623265790623j)
Alice,1996-12-20,68,94.58,True,D,(7.667675754693276+1.2309248542533724j)
Bob,1996-12-21,28,72.99,False,B,(1.7627394044087445+4.341519950758993j)
Charlie,1996-12-22,65,78.69,True,A,(8.213373439290173+7.813678617262815j)
David,1996-12-23,53,93.22,True,B,(7.5239960493730855+5.8930914181143965j)
Eve,1996-12-24,46,28.9,True,B,(7.317923340640186+7.39815719692237j)
Alice,1996-12-25,68,43.07,True,A,(8.500172479860584+8.013243925711233j)
Bob,1996-12-26,49,0.12,True,C,(6.7809899679467085+9.245259987130318j)
Charlie,1996-12-27,19,51.27,True,C,(2.098149015636933+3.295175097455209j)
David,1996-12-28,32,13.62,False,A,(5.1132680918178375+8.933854355693606j)
Eve,1996-12-29,66,77.1,False,B,(4.379876249047779+5.6968063303210785j)
Alice,1996-12-30,57,46.36,False,C,(6.1235153230298724+4.6143238111807285j)
Bob,1996-12-31,55,61.55,True,C,(4.689837746729058+2.4469225390642473j)
Charlie,1997-01-01,45,5.53,False,A,(7.228313153778555+1.3655991440308035j)
David,1997-01-02,25,36.51,True,C,(4.351668981820529+8.969624851334755j)
Eve,1997-01-03,49,66.37,True,D,(7.393268864663075+4.323972039585515j)
Alice,1997-01-04,56,5.62,False,C,(3.8741867041860307+6.109354128237165j)
Bob,1997-01-05,57,98.52,True,C,(3.117174507116801+6.734009826207403j)
Charlie,1997-01-06,32,38.07,False,C,(5.134091100235597+3.219740794958309j)
David,1997-01-07,63,88.82,False,C,(1.17386466289352+8.957972314403321j)
Eve,1997-01-08,27,22.81,True,B,(7.58882814765444+8.00553396015144j)
Alice,1997-01-09,62,77.7,True,C,(8.866843899356105+2.10350103971685j)
Bob,1997-01-10,19,94.57,True,C,(6.561911650933958+8.673296371156198j)
Charlie,1997-01-11,47,25.7,False,A,(6.039446196717052+1.9448004601391982j)
David,1997-01-12,59,98.54,True,B,(7.418169326396374+7.775487903621319j)
Eve,1997-01-13,37,18.49,False,A,(3.150492484947497+3.6612911403081094j)
Alice,1997-01-14,49,32.16,True,B,(8.221594967363785+7.999191253388569j)
Bob,1997-01-15,43,25.69,False,D,(6.333010933950774+1.0689674575049797j)
Charlie,1997-01-16,57,29.74,True,C,(3.3680654506898824+9.598185332235078j)
David,1997-01-17,48,61.99,True,A,(6.9503148970996715+9.130144827680807j)
Eve,1997-01-18,49,37.27,False,A,(6.674517245634176+7.341952609693912j)
Alice,1997-01-19,35,28.68,False,C,(6.559183474349003+5.896179194402639j)
Bob,1997-01-20,20,11.24,False,A,(5.793091858922635+3.356616476551693j)
Charlie,1997-01-21,61,49.14,False,A,(3.7519980069076313+5.538117114411788j)
David,1997-01-22,66,68.61,False,A,(1.9298833058110416+2.687364180916289j)
Eve,1997-01-23,26,55.36,True,D,(2.8977974976811938+1.5149388839763107j)
Alice,1997-01-24,49,70.25,True,C,(7.247707012258957+8.839348059383934j)
Bob,1997-01-25,68,52.72,False,B,(1.7485309758178202+9.604992100176892j)
Charlie,1997-01-26,24,25.47,False,D,(7.094537044498957+4.7505740021440745j)
David,1997-01-27,32,99.94,False,C,(5.464295777744723+2.421066788537491j)
Eve,1997-01-28,30,40.63,True,D,(7.382217978829934+9.902948249318934j)
Alice,1997-01-29,69,24.68,True,C,(8.506815710108354+7.559888935107701j)
Bob,1997-01-30,21,87.52,True,C,(7.367001107264988+6.4702236368249855j)
Charlie,1997-01-31,48,36.63,False,B,(2.064917860198909+6.729581794904705j)
David,1997-02-01,61,22.16,False,D,(1.829517783902976+9.859140376373562j)
Eve,1997-02-02,34,99.48,False,D,(9.346217635862535+2.347741921814373j)
Alice,1997-02-03,47,89.54,False,C,(3.6607004860611623+6.935479186482332j)
Bob,1997-02-04,63,51.29,False,A,(2.60112814903715+4.354529353249871j)
Charlie,1997-02-05,65,76.08,True,D,(3.8028608903698835+8.422388982106241j)
David,1997-02-06,21,64.21,False,D,(3.88075995471613+2.493044863277328j)
Eve,1997-02-07,39,14.67,False,D,(1.975708854725368+8.154397675578927j)
Alice,1997-02-08,57,57.8,True,D,(8.056483150896623+1.5541982562743677j)
Bob,1997-02-09,29,28.28,False,C,(7.214014066936431+1.7078068317376922j)
Charlie,1997-02-10,21,82.03,False,B,(4.534243533714237+2.636687708472829j)
David,1997-02-11,43,51.52,False,B,(1.4079360129985985+8.365325946666003j)
Eve,1997-02-12,65,36.26,False,C,(9.209198780245796+4.769481401579749j)
Alice,1997-02-13,50,31.2,False,D,(8.523706080375444+9.611910329923244j)
Bob,1997-02-14,46,61.69,False,D,(3.4791927869502253+3.9906078845750437j)
Charlie,1997-02-15,46,87.79,False,B,(5.223420951143845+1.0774582766999172j)
David,1997-02-16,24,67.33,True,B,(7.678158378583567+1.9821305878654587j)
Eve,1997-02-17,51,2.56,True,B,(9.712713709629481+7.216203800806921j)
Alice,1997-02-18,20,33.79,True,A,(3.5462816636586965+5.147075394727901j)
Bob,1997-02-19,51,22.97,False,A,(1.8565034599087182+6.334657016023273j)
Charlie,1997-02-20,48,29.54,False,B,(7.65897919017949+5.5978258438338795j)
David,1997-02-21,48,60.55,False,D,(4.8385545851440925+3.3992957359233302j)
Eve,1997-02-22,38,97.75,False,C,(3.8768846766434644+8.342638503343963j)
Alice,1997-02-23,65,85.44,False,A,(1.8786578788802482+3.9524007834330606j)
Bob,1997-02-24,37,10.73,True,D,(6.611836509250374+9.377519928543828j)
Charlie,1997-02-25,66,10.59,False,B,(2.738336168594832+5.021114935103313j)
David,1997-02-26,69,40.81,True,C,(7.601733106583048+4.2781514266508j)
Eve,1997-02-27,35,79.35,True,B,(3.2178524839037816+5.506904567178418j)
Alice,1997-02-28,50,13.45,True,D,(6.573617240403596+5.812331740892936j)
Bob,1997-03-01,66,2.36,True,A,(4.0722076095620565+8.300473896137284j)
Charlie,1997-03-02,61,45.74,False,A,(9.35414978990945+7.742228021763619j)
David,1997-03-03,20,30.0,True,B,(2.97373256786674+3.4897250340580452j)
Eve,1997-03-04,26,48.27,True,C,(2.7890618524920856+6.127958858740177j)
Alice,1997-03-05,51,45.78,True,B,(4.695828893466437+2.5499686450872723j)
Bob,1997-03-06,40,45.35,False,A,(1.5030939786765556+5.488107654262823j)
Charlie,1997-03-07,62,27.89,False,C,(3.363990784809171+9.258074762134076j)
David,1997-03-08,48,19.08,True,C,(1.1135330783698394+9.716690204083985j)
Eve,1997-03-09,54,54.91,True,D,(2.9726023262993233+6.8154431097882995j)
Alice,1997-03-10,69,49.4,False,D,(1.4148239033819463+5.315334823955443j)
Bob,1997-03-11,29,39.55,False,A,(8.286113609133544+6.325974834847603j)
Charlie,1997-03-12,48,67.16,False,D,(5.016607214435346+1.5747115311144384j)
David,1997-03-13,61,31.9,False,D,(4.105992900325653+9.867676986594685j)
Eve,1997-03-14,47,51.39,True,C,(9.807116181069286+5.505000230475647j)
Alice,1997-03-15,20,38.05,True,C,(3.213376110919642+4.050896182868887j)
Bob,1997-03-16,40,13.32,True,C,(9.372917722083644+2.501595124527632j)
Charlie,1997-03-17,67,6.17,False,C,(7.659818689560604+4.197538530379674j)
David,1997-03-18,29,22.24,True,C,(4.310720540414753+1.5813334585357772j)
Eve,1997-03-19,36,40.11,True,D,(7.872758575035132+7.374553643184977j)
Alice,1997-03-20,23,57.48,True,C,(5.854492340934963+9.699183975057402j)
Bob,1997-03-21,68,49.34,True,C,(8.929725384080406+5.594138768132563j)
Charlie,1997-03-22,29,99.67,True,C,(6.947475706212158+1.9048711798205211j)
David,1997-03-23,61,89.94,False,A,(8.071523624383314+5.260560270016687j)
Eve,1997-03-24,28,45.73,False,C,(9.365268847359621+2.1993174549776286j)
Alice,1997-03-25,18,37.97,True,B,(5.514551388879485+6.80971757097766j)
Bob,1997-03-26,52,63.8,True,A,(9.058517599560165+1.861446318950193j)
Charlie,1997-03-27,61,91.85,True,C,(6.66520252682061+1.296269991975899j)
David,1997-03-28,42,73.6,False,C,(3.9275031458176364+8.985631171529622j)
Eve,1997-03-29,66,2.07,True,A,(6.780488412135819+2.7613756745562044j)
Alice,1997-03-30,32,44.25,True,D,(9.91291867985338+3.352502682631469j)
Bob,1997-03-31,41,65.88,True,B,(3.0236375158280637+5.594308463737626j)
Charlie,1997-04-01,33,50.32,True,C,(5.955563441141103+1.4760110728614526j)
David,1997-04-02,22,52.23,False,C,(5.229284984570067+1.73762355014027j)
Eve,1997-04-03,43,70.29,True,D,(7.029242946542265+6.687150186149917j)
Alice,1997-04-04,18,28.1,True,C,(1.356875977309575+6.627705301212045j)
Bob,1997-04-05,48,56.81,True,C,(7.475348533908179+4.63933442134888j)
Charlie,1997-04-06,60,13.7,False,D,(1.9462618127872315+1.9326169439893182j)
David,1997-04-07,49,74.33,True,B,(3.140906471389851+1.4899744173395955j)
Eve,1997-04-08,47,76.42,True,A,(4.859059739648817+6.597173871875709j)
Alice,1997-04-09,35,90.23,False,D,(8.99345520276262+5.644490016511322j)
Bob,1997-04-10,24,8.1,False,D,(3.8503750729098525+8.753270544895788j)
Charlie,1997-04-11,52,27.12,False,D,(2.0506513733881118+6.774696486678739j)
David,1997-04-12,36,46.22,False,D,(7.7926298948339285+7.8650818587594955j)
Eve,1997-04-13,31,29.61,False,C,(1.9183056550435622+2.193412888629754j)
Alice,1997-04-14,46,37.83,True,A,(9.354515732873741+4.3087236404011335j)
Bob,1997-04-15,45,0.77,True,C,(5.353765510336583+3.827592854330623j)
Charlie,1997-04-16,53,44.25,True,D,(2.3104428397703667+2.1888330126451336j)
David,1997-04-17,49,28.45,False,C,(6.357102797301389+8.232206240895591j)
Eve,1997-04-18,36,19.32,False,D,(8.938276626337371+6.599472608791944j)
Alice,1997-04-19,50,22.92,True,A,(6.113931211234907+1.3287961191503441j)
Bob,1997-04-20,43,68.55,False,C,(5.8930254026114675+1.0817968416236727j)
Charlie,1997-04-21,61,35.65,True,B,(5.652107240655251+1.3618677690357601j)
David,1997-04-22,54,72.04,False,C,(8.062022901602207+7.717916250636432j)
Eve,1997-04-23,22,38.47,True,A,(3.1086088079437992+7.975475856275637j)
Alice,1997-04-24,28,79.86,False,D,(7.072512717503355+9.303716009055671j)
Bob,1997-04-25,62,61.77,True,D,(6.19448502806929+9.820421011446015j)
Charlie,1997-04-26,45,54.06,False,D,(5.215931976769714+2.798953297817047j)
David,1997-04-27,41,27.4,False,D,(1.952405748031763+1.9523032964685498j)
Eve,1997-04-28,46,88.2,False,D,(3.7702643076492164+8.531016111157433j)
Alice,1997-04-29,62,54.45,True,C,(6.947867062735426+7.750595716212056j)
Bob,1997-04-30,36,0.15,True,B,(5.150019811049987+2.954002789727573j)
Charlie,1997-05-01,43,40.98,True,A,(6.051318528134811+3.6744695456545178j)
David,1997-05-02,63,28.19,True,A,(9.312259300079006+1.2106445132790564j)
Eve,1997-05-03,45,70.52,False,B,(8.161524592785225+1.417348598399192j)
Alice,1997-05-04,35,9.24,False,A,(1.5161749050210886+8.264626058647174j)
Bob,1997-05-05,59,17.78,False,A,(7.225318616852866+7.941435155599276j)
Charlie,1997-05-06,34,51.89,True,A,(5.21854879798009+1.7185067086998513j)
David,1997-05-07,68,33.27,False,C,(9.256600895311019+4.267680520301166j)
Eve,1997-05-08,27,89.47,False,B,(9.891566564900852+5.585083417705396j)
Alice,1997-05-09,34,47.17,True,B,(6.050348228626895+2.234435473644301j)
Bob,1997-05-10,33,59.36,False,A,(6.650710530145295+5.291694281727685j)
Charlie,1997-05-11,41,36.34,False,C,(5.79748716512952+5.030574989537075j)
David,1997-05-12,43,58.82,True,C,(4.230688360699743+9.38415418616663j)
Eve,1997-05-13,19,79.86,False,B,(6.955503814616301+3.2320096988360043j)
Alice,1997-05-14,34,27.51,False,C,(9.72882119801006+6.24082620819758j)
Bob,1997-05-15,68,49.99,False,D,(4.1694418302988705+1.8786336367564278j)
Charlie,1997-05-16,34,88.74,False,B,(2.76167487500889+6.5546839292273145j)
David,1997-05-17,43,28.9,False,A,(7.316919176224991+8.899327299309292j)
Eve,1997-05-18,27,41.29,False,B,(1.386576377602137+5.177044598873033j)
Alice,1997-05-19,51,24.17,True,D,(1.6748124568430525+1.0729658628942356j)
Bob,1997-05-20,50,17.5,False,A,(4.665944947922432+2.7050340458532123j)
Charlie,1997-05-21,47,22.81,True,C,(5.226487634878581+9.203130570086486j)
David,1997-05-22,49,86.02,True,C,(5.550159987846965+5.0998217066501j)
Eve,1997-05-23,67,23.02,True,A,(3.7046313016100956+9.940970894860527j)
Alice,1997-05-24,19,6.73,True,B,(9.232646895761354+5.289022020929862j)
Bob,1997-05-25,64,3.89,True,A,(1.2581677651062817+3.2510904139090604j)
Charlie,1997-05-26,43,55.47,False,D,(1.2727269424941228+9.004489346596195j)
David,1997-05-27,58,93.69,False,C,(4.261809929363805+4.790350782657434j)
Eve,1997-05-28,65,31.86,True,B,(1.3269703651114657+6.089307564108091j)
Alice,1997-05-29,68,5.61,True,A,(3.8721648634693784+3.2647504576695168j)
Bob,1997-05-30,40,75.23,True,A,(3.1565379583031534+2.773011527547247j)
Charlie,1997-05-31,56,20.21,True,B,(5.092515783413922+7.910859405281366j)
David,1997-06-01,68,19.45,True,A,(9.076455993499422+4.389737650677921j)
Eve,1997-06-02,48,69.33,False,C,(3.3316370683386727+6.511460598253492j)
Alice,1997-06-03,32,88.2,True,A,(8.71863848593344+2.5000436157433685j)
Bob,1997-06-04,52,20.11,True,C,(4.856913331019021+8.409627845263623j)
Charlie,1997-06-05,54,58.38,True,A,(2.951187880479019+7.74455455969555j)
David,1997-06-06,56,83.53,False,C,(5.268070985000475+6.603921594214204j)
Eve,1997-06-07,35,63.35,True,B,(6.677228154130635+1.3981506772760128j)
Alice,1997-06-08,34,89.26,False,A,(7.187682157385866+8.259943367054827j)
Bob,1997-06-09,30,73.82,False,A,(8.964228290907343+2.885831976321283j)
Charlie,1997-06-10,38,55.74,True,D,(7.651716973393749+3.524646707873534j)
David,1997-06-11,62,56.36,False,C,(3.8573949621462713+6.786023244949294j)
Eve,1997-06-12,43,86.96,False,D,(2.313797571513483+5.837215707584455j)
Alice,1997-06-13,46,34.83,False,B,(9.980563371261466+9.369441231578882j)
Bob,1997-06-14,24,48.62,False,D,(7.163690884254233+2.811024352291703j)
Charlie,1997-06-15,46,19.75,True,D,(2.281896172702245+8.632048724332407j)
David,1997-06-16,24,76.87,False,C,(3.378715572297786+4.573326522551775j)
Eve,1997-06-17,27,36.0,True,A,(9.732603607409782+1.481919721269483j)
Alice,1997-06-18,23,96.0,False,D,(3.509287092845595+8.087486863035705j)
Bob,1997-06-19,29,80.44,True,A,(8.57678827164569+1.5300365464148205j)
Charlie,1997-06-20,67,50.69,True,B,(2.662173433377686+6.670843137492009j)
David,1997-06-21,41,77.09,True,D,(9.373563404505694+6.980533687388568j)
Eve,1997-06-22,45,83.14,True,D,(7.717886540477648+8.086712593726913j)
Alice,1997-06-23,18,71.6,False,B,(1.4837074243754498+9.994997594344461j)
Bob,1997-06-24,64,72.94,False,B,(9.402060228865926+1.3267106390303727j)
Charlie,1997-06-25,48,68.76,False,B,(5.116460366136422+9.967601989101741j)
David,1997-06-26,44,32.92,False,D,(8.82552957534647+4.379851185939682j)
Eve,1997-06-27,58,74.9,True,D,(2.1567629013623755+1.9077245879194469j)
Alice,1997-06-28,26,80.39,True,A,(9.715308769354337+6.749816076626885j)
Bob,1997-06-29,20,99.89,False,C,(8.133537247225759+9.509970077889786j)
Charlie,1997-06-30,43,43.19,False,D,(4.4821769416318435+7.112942861364349j)
David,1997-07-01,32,74.0,True,A,(8.356006336571292+4.064550525676092j)
Eve,1997-07-02,53,20.46,True,B,(9.829501879144814+4.791497630667948j)
Alice,1997-07-03,24,81.76,False,D,(4.003473398217698+9.33244315605445j)
Bob,1997-07-04,19,92.91,True,D,(4.193682955531751+8.857377632635346j)
Charlie,1997-07-05,35,41.82,True,A,(1.7827834246269643+5.095607349411886j)
David,1997-07-06,57,80.51,True,C,(1.9012090675047657+5.625500216371931j)
Eve,1997-07-07,39,42.1,False,A,(5.280417152671137+8.247582470627126j)
Alice,1997-07-08,34,44.03,True,D,(6.25427188693872+1.4782527599555917j)
Bob,1997-07-09,69,12.12,False,A,(7.688697547612427+8.110946785031881j)
Charlie,1997-07-10,32,13.17,True,C,(7.911335609472747+8.948063625116749j)
David,1997-07-11,23,56.56,True,C,(7.825705469163946+5.109132051611j)
Eve,1997-07-12,57,65.91,False,A,(9.636122052452107+3.5714897628159843j)
Alice,1997-07-13,57,79.57,False,B,(4.148733809280017+4.348253641091824j)
Bob,1997-07-14,25,86.2,True,A,(7.943651167424255+7.182071089610055j)
Charlie,1997-07-15,58,57.68,False,A,(7.41385293492859+7.209259112339044j)
David,1997-07-16,66,79.68,True,C,(9.605247973547527+3.0422954172377334j)
Eve,1997-07-17,48,78.08,True,B,(8.78811174816013+2.028216451276708j)
Alice,1997-07-18,35,23.75,False,C,(2.23405323218881+6.4367950699398j)
Bob,1997-07-19,18,66.1,False,A,(8.063941664315223+5.443800668142802j)
Charlie,1997-07-20,24,77.97,False,C,(1.3517310683661916+6.754424312508038j)
David,1997-07-21,33,57.62,False,B,(2.0514618762774472+3.608327245031815j)
Eve,1997-07-22,47,10.88,True,B,(9.004406171494663+3.4831004321219754j)
Alice,1997-07-23,65,42.39,True,C,(6.310250268348857+3.173451925585724j)
Bob,1997-07-24,60,51.7,False,D,(6.584604047831922+9.852767559822379j)
Charlie,1997-07-25,64,49.07,False,D,(1.2549722647857806+7.7403083990054204j)
David,1997-07-26,54,23.08,False,D,(5.359345638173417+1.6550590795004103j)
Eve,1997-07-27,34,33.84,False,A,(9.753802864693498+1.3656079684807811j)
Alice,1997-07-28,58,78.86,False,B,(2.389161878225376+4.399216920729309j)
Bob,1997-07-29,36,62.01,False,D,(3.3285648776704986+6.414835412981978j)
Charlie,1997-07-30,58,60.22,True,C,(4.406013460037177+1.2020816741562426j)
David,1997-07-31,51,70.11,True,D,(6.125330618615689+1.841703303256356j)
Eve,1997-08-01,53,20.52,True,A,(4.599033775399015+3.7720036002289543j)
Alice,1997-08-02,28,39.83,True,A,(8.84773256809812+2.897654764204196j)
Bob,1997-08-03,48,29.73,False,D,(5.823527558193866+7.870570940245061j)
Charlie,1997-08-04,50,6.64,True,B,(7.274387990461619+3.679058374219472j)
David,1997-08-05,29,15.61,True,C,(9.84383668572618+5.982147950186235j)
Eve,1997-08-06,43,27.47,False,B,(9.06289441310453+7.074006632763621j)
Alice,1997-08-07,60,8.29,False,B,(4.664901919101874+6.033956192934243j)
Bob,1997-08-08,32,56.27,True,D,(2.9950186015250413+3.450911125776056j)
Charlie,1997-08-09,59,57.86,True,B,(4.1375492243778424+1.7198876360585074j)
David,1997-08-10,59,18.63,False,B,(3.1697004429445403+1.6931409215165556j)
Eve,1997-08-11,51,36.04,False,D,(3.498730134350229+2.1111591484079244j)
Alice,1997-08-12,32,54.53,False,D,(1.6316363732091497+2.3861535697806544j)
Bob,1997-08-13,28,3.14,True,A,(6.259078119550327+7.659963448742014j)
Charlie,1997-08-14,48,87.48,True,A,(8.26046498854678+5.002664491684267j)
David,1997-08-15,46,14.85,True,C,(9.01190680075656+5.469272332968498j)
Eve,1997-08-16,41,64.57,False,B,(3.1540804483560483+9.194730666874067j)
Alice,1997-08-17,68,70.71,False,C,(9.896261351953305+6.456627778773979j)
Bob,1997-08-18,26,55.73,False,A,(2.4797107182043407+3.355936998207451j)
Charlie,1997-08-19,43,6.35,False,C,(1.2652088616623298+1.653589758060229j)
David,1997-08-20,30,0.52,False,D,(3.2045747490389953+4.294776556615136j)
Eve,1997-08-21,43,27.19,True,A,(1.9560579657166977+2.4496338306474867j)
Alice,1997-08-22,53,33.04,False,C,(5.084088518403119+6.3294547605227915j)
Bob,1997-08-23,69,89.53,True,B,(8.093730284144897+7.693200710741152j)
Charlie,1997-08-24,42,73.82,False,B,(9.371823766126123+2.587644228099329j)
David,1997-08-25,23,48.47,False,D,(3.320365567427832+6.918282928438508j)
Eve,1997-08-26,38,8.68,False,D,(4.297733862396164+1.8939273346231826j)
Alice,1997-08-27,20,45.66,True,B,(7.538223570868653+7.627750779710861j)
Bob,1997-08-28,34,2.78,False,D,(8.526137034451061+7.454242693314366j)
Charlie,1997-08-29,39,9.53,False,A,(9.979176074823103+8.179996385061305j)
David,1997-08-30,21,47.9,True,B,(6.846130198567005+9.037737009210753j)
Eve,1997-08-31,43,50.7,True,D,(6.902717380026117+9.250357730028849j)
Alice,1997-09-01,43,16.21,True,A,(2.7943945792315406+7.506085665863718j)
Bob,1997-09-02,34,10.61,True,A,(1.7367538970832475+6.734232804103609j)
Charlie,1997-09-03,60,35.03,True,C,(6.859952367269421+2.6885850401423785j)
David,1997-09-04,31,49.24,False,B,(6.726360251422469+7.0530616808123625j)
Eve,1997-09-05,26,27.02,True,D,(2.127106237468696+9.544859689211242j)
Alice,1997-09-06,39,53.54,True,D,(3.480254897814072+1.1360664598764707j)
Bob,1997-09-07,53,90.68,True,C,(5.360666445263719+6.1464881312929265j)
Charlie,1997-09-08,56,61.03,False,D,(4.335575757970721+9.960534687307922j)
David,1997-09-09,56,3.78,False,B,(3.4640509036523204+2.692421544039191j)
Eve,1997-09-10,43,2.41,True,B,(5.490937246174216+1.1296839003547445j)
Alice,1997-09-11,38,90.01,False,C,(2.080060922816215+4.617557646612129j)
Bob,1997-09-12,67,47.53,False,D,(9.34364949984531+5.631129717532548j)
Charlie,1997-09-13,45,85.05,True,B,(9.615552025459275+2.6267221517600348j)
David,1997-09-14,48,78.76,True,A,(5.755737885205823+3.761506370792642j)
Eve,1997-09-15,44,73.16,False,B,(1.7278920161091849+5.429377810044605j)
Alice,1997-09-16,42,99.07,True,A,(4.580056132482042+3.78707051580582j)
Bob,1997-09-17,38,16.46,False,D,(7.738427953570237+9.794750746578266j)
Charlie,1997-09-18,54,23.8,True,C,(9.834316299140307+6.938285684810276j)
David,1997-09-19,57,1.67,True,A,(8.679137452520187+6.968277349765514j)
Eve,1997-09-20,69,85.53,False,C,(1.8229219365666856+1.5381162256860728j)
Alice,1997-09-21,18,95.74,True,C,(4.929991100217854+6.227531144469898j)
Bob,1997-09-22,48,40.1,True,B,(4.55120780025406+2.914230204920682j)
Charlie,1997-09-23,34,39.93,True,A,(7.91195088258731+3.0345542960658034j)
David,1997-09-24,30,56.73,True,D,(3.2927773486301657+2.2110297876661145j)
Eve,1997-09-25,48,77.5,True,C,(6.377870443341767+4.8827565619356665j)
Alice,1997-09-26,31,86.57,True,D,(5.2457182416270784+1.0302718505190644j)
Bob,1997-09-27,32,88.66,True,A,(5.389116873263898+2.840044350183046j)
Charlie,1997-09-28,19,4.27,True,D,(6.177293959268741+2.1411847572941065j)
David,1997-09-29,24,94.25,False,A,(5.434039485377064+9.504969061169831j)
Eve,1997-09-30,35,65.68,True,C,(7.027298616748842+4.1163581511735465j)
Alice,1997-10-01,65,48.09,True,C,(9.103565628245375+7.762730562777322j)
Bob,1997-10-02,58,31.34,False,D,(5.2651589869828+8.16613151774747j)
Charlie,1997-10-03,59,60.01,False,C,(6.464400652699818+3.1471736765308007j)
David,1997-10-04,23,39.85,False,D,(5.396451546136836+9.051525269055642j)
Eve,1997-10-05,69,48.52,True,C,(3.617319164572686+9.906751653780468j)
Alice,1997-10-06,32,60.21,False,B,(5.696212387834633+1.5794292391957614j)
Bob,1997-10-07,33,69.51,False,D,(5.641944692715089+7.116276838166083j)
Charlie,1997-10-08,45,27.99,False,A,(9.479637730493371+2.0298576281879623j)
David,1997-10-09,25,50.76,True,D,(3.4464674349705473+5.889305405240904j)
Eve,1997-10-10,60,92.0,False,D,(3.3672665351733424+1.0671660241894436j)
Alice,1997-10-11,47,6.02,False,A,(8.616795717799317+1.0561731406814272j)
Bob,1997-10-12,69,68.82,True,D,(7.029819113075627+2.4538629238151204j)
Charlie,1997-10-13,66,92.05,True,C,(6.511380866791713+5.673066660301277j)
David,1997-10-14,34,69.57,False,C,(6.521309742080598+1.2592687728780239j)
Eve,1997-10-15,25,48.4,False,D,(1.9734146171185447+9.184541173128014j)
Alice,1997-10-16,59,40.21,True,B,(7.584629772497591+5.092628163603274j)
